file;target;Time;Otype;Sdate;Stime;Stype;Qs;Vmean;VmeanC;Vmax;tVmax;Bmax;tBmax;VmBm;Bzmin;Abzmax;BzmtoBm;Ktmax;tKTmax;Ktmin;tKTmin;Bemax;tBemax;Bemin;tBemin;Rbulk;B2Sum;Magn;MagnM;MagnC;Tmin;TminM;Dmin;tDmin;DminM;tDminM;Dmax;tDmax;AftoB;tBef;tAft;tFrom;Kpmax;Apmax;Dstmin;tDstmin;Xmagn;Hlat;Alat;Hlon;Sdur;Axym;Txymax;Axm;Aym;Azrange;Pxym;Axdm;Aydm;Azdm;Axydm;Pxydm;D01;D02;AD02;Axb;Ayb;Azb;Axyb;Pxyb;Ax0;Ay0;Az0;Axy0;Pxy0;Ax1;Ay1;Az1;Axy1;Pxy1;dx1b;dy1b;dz1b;dxy1b;dA11b;Adz1b;dPxy1b;Pdxy1b;DP1b;CMEwidth;Ind;GLE;SSN
200507130512;1;0,22;1;38543;0,21;1;3;577;603;610;10;10,3;-1;3,14;-7;8,8;0,85;1,78;3;0,27;0;3,69;47;0,23;-2;-1;-1;0,4;0,9;0,4;0;-2;-0,25;6;-0,26;64;0,33;4;0,04;23,2;68,8;23,2;5,33;56;-54;5;0;14;14;33;27;1,49;36;-1,14;0,96;1,11;139,9;0,28;0,36;-0,35;0,46;52,1;0;0,23;0,23;0,71;-0,07;-0,08;0,71;354,4;0,85;-0,04;-0,11;0,85;357,3;0,51;0,33;-0,14;0,61;32,9;-0,2;0,4;-0,06;0,45;0,45;0,06;-83,7;116,6;38,5;182;0;0;64
200508240613;1;0,26;1;38586;0,03;1;3;777;781;720;7;52,2;3;18,79;-40,9;40,9;0,78;9,98;5;0,23;24;11,31;5;0,05;2;212,43;20,51;6,4;10,7;6,4;15;15;-1,5;2;-2,21;3;0,48;12;0,12;9,2;156,9;9,2;8,67;300;-216;4;0;-11;11;54;49;2,66;25;0,29;2,64;2,31;83,7;1,26;2,12;1,17;2,47;59,3;-0,96;-2,6;2,6;0,73;0,61;-0,16;0,95;39,9;0,74;0,8;0,26;1,09;47,2;1,19;1,3;0,18;1,76;47,5;0,46;0,69;0,34;0,83;0,9;0,34;-8,8;56,3;17,2;360;77;0;70
200509110114;2;0,05;1;2;0,8;1;4;1384;1399;1059;4;18,2;6;9,64;-6,4;6,4;0,35;2,36;1;0,07;9;999,99;4;0,06;9;-1;6,72;12,1;14,7;12,1;10;8;-2,55;0;-2,85;4;0,36;24;0,67;35,2;28,8;28,8;7,67;179;-147;8;0;-12;12;-67;83;5,76;2;-0,65;5,72;3,07;96,5;0;2,91;-2,65;2,91;90;-3,58;-5,24;5,24;-0,03;0,41;-1,24;0,41;94,2;0;2,91;-2,65;2,91;90;-0,37;5,14;-3,14;5,15;94,1;-0,34;4,73;-1,9;4,74;5,11;1,9;0;94,1;40,3;360;77;0;58
200607092136;1;0,9;1;38904;0,34;1;4;487;486;433;1;9,7;2;2,1;-6,3;7,3;0,75;2,17;3;0,28;26;25,82;8;0,38;26;16,98;1,33;4,5;3,9;4,5;37;37;-0,51;22;-0,55;21;0,27;25;0,46;141,6;40,4;40,4;3,33;18;-23;18;0;-9;9;34;38;1,95;26;0,03;1,95;2,88;89,1;-0,45;-0,27;-1,41;0,52;211;-0,33;-0,36;0,36;0,76;1,36;-0,28;1,56;60,8;0,66;1;-0,48;1,2;56,6;0,61;1,39;0,13;1,52;66,3;-0,15;0,03;0,41;0,15;0,44;0,41;-102,4;168,7;16;360;77;0;31
200612080435;1;0,19;1;39057;0,77;1;4;1219;1271;669;1;10,1;2;3,38;-3,2;3,2;0,32;1,65;2;0,28;-6;30,11;11;0,72;-9;12,82;0,95;3,8;3,5;3,8;24;10;-0,53;-1;-0,45;-1;0,47;25;0,38;66,6;41,4;41,4;5;48;-29;-8;0;-5;5;-64;18;1,77;37;1,63;0,7;1,72;23,2;-0,9;0,51;-0,28;1,03;150,5;-0,66;-0,83;0,83;-0,9;0,51;-0,28;1,03;150,5;-0,67;-0,29;-0,91;0,73;203,4;-0,75;0,27;-1,02;0,8;160,2;0,15;-0,24;-0,74;0,28;0,79;0,74;-141,8;302;37,7;360;0;0;28
200612141414;2;0,59;1;39064;0,09;1;5;1154;1165;896;1;17,9;10;8,02;-15,6;15,6;0,87;2,07;1;0,05;12;3,13;0;0,03;16;109,65;6,18;8,6;12,1;8,6;12;12;-1,56;3;-1,92;8;0,48;17;0,48;112,2;51,7;51,7;8,33;236;-146;16;0;-6;6;23;43;4,35;4;1,02;4,23;2,07;76,4;1,74;2,89;-0,34;3,37;58,9;-0,53;-1,62;1,62;0,67;0,31;-0,66;0,74;24,8;1,14;0,3;-1,19;1,18;14,7;1,56;0,35;-1,43;1,6;12,6;0,89;0,04;-0,77;0,89;1,18;0,77;10,1;2,6;9,1;360;77;92;23
200612161755;1;0,75;1;2;0,88;1;4;928;957;707;3;11,5;2;4,07;-2,6;4,8;0,42;1,49;2;0,09;-4;4,49;29;0,09;3;-1;-1;0,8;1,2;0,8;-10;-11;-0,23;0;-0,28;2;0,25;-2;0,07;51,7;40,3;40,3;3,33;18;-43;-9;0;-6;6;46;79;0,87;31;0,79;0,37;1,29;25,1;0,33;0,08;-0,39;0,34;13,6;-0,11;-0,29;0,29;0,3;-0,01;-0,21;0,3;358,1;0,33;0,08;-0,39;0,34;13,6;0,67;0,04;0,09;0,67;3,4;0,37;0,05;0,3;0,37;0,48;0,3;-4,3;7,7;42,9;360;77;0;20
201004050826;1;0,35;1;40271;0,38;1;4;877;906;814;5;18,8;3;7,65;-7,4;13,1;0,7;3,29;0;0,07;5;2,67;0;0,05;24;56,45;5,45;2,6;3,8;2,6;8;18;-1,13;3;-0,89;3;0,26;0;0,13;73,2;29,6;29,6;7,67;179;-81;29;0;-15;15;10;114;1,64;8;1,56;-0,52;1,34;341,6;0,36;0,84;0,01;0,91;66,8;-0,02;-0,66;0,66;0,32;0,21;-0,25;0,38;33,3;0,29;-0,13;-0,23;0,32;335,9;0,35;0,48;-0,26;0,59;53,9;0,03;0,27;-0,01;0,27;0,27;0,01;-29,8;83,7;20,4;360;77;0;34
201004111304;3;0,54;1;40276;0,1;1,5;4;503;514;457;1;12,1;18;2,76;-4,6;6,6;0,55;2,29;5;0,18;18;11,42;26;0,31;18;24,56;2,47;1,3;2,1;1,3;15;15;-0,41;1;-0,42;1;0,35;16;0,11;43,1;63,9;43,1;5,67;67;-51;11;0;24;24;-14;80;0,87;22;0,85;0,17;2,13;11,3;0,63;-0,18;0,09;0,66;344,1;-0,39;-0,41;0,41;0,09;-0,52;-0,93;0,53;279,8;0,14;-0,34;0,07;0,37;292,4;0,63;-0,18;0,09;0,66;344,1;0,54;0,34;1,02;0,64;1,2;1,02;-48,1;32,2;84,6;160;77;0;10
201005280257;3;0,12;1;40322;0,55;2;4;484;490;385;6;14,4;27;2,77;-13,8;13,8;0,96;3,68;46;0,33;18;7,43;-6;0,11;33;33,13;2,57;1,9;4,3;1,9;26;33;-0,54;17;-0,63;26;0,29;22;0,13;56;54;54;5,33;56;-85;34;0;13;13;31;165;1,96;20;1,29;1,47;2,33;48,7;0,92;0,93;-0,54;1,31;45,3;-0,07;0,03;0,03;0,15;0,73;-0,24;0,75;78,4;-0,02;0,72;0,11;0,72;91,6;0,17;0,62;-0,15;0,64;74,7;0,02;-0,11;0,09;0,11;0,14;0,09;154,4;280,3;5,9;360;77;0;13
201008031741;2;0,74;1;40391;0,33;1;4;719;792;598;3;17,3;13;5,17;-10,4;13,1;0,76;2,26;2;0,25;-3;2,86;-2;0,3;12;44,37;4,02;3,3;5,1;3,3;11;10;-0,93;0;-0,84;0;0,29;12;0,2;187,7;16,6;16,6;6,67;111;-67;10;0;20;20;-36;100;1,78;1;-0,25;1,76;2,47;98,1;0,59;0,49;-0,5;0,77;39,7;-1,81;-1,99;1,99;0,7;0,47;0,01;0,84;33,9;0,59;0,49;-0,5;0,77;39,7;-0,25;1,76;-0,64;1,78;98,1;-0,95;1,29;-0,65;1,6;1,73;0,65;-28,3;126,4;66,1;360;77;0;14
201102180130;1;0,06;1;40589;0,07;1;4;579;584;691;10;31;3;10,71;-5,5;20,2;0,65;4,37;16;0,18;47;7,8;-6;0,05;19;72,25;14,84;5,2;5,8;5,2;7;7;-1,32;4;-1,69;3;0,42;34;0,17;81,6;95,5;81,6;5;48;-30;13;0;-18;18;17;22;1,55;4;-0,12;1,55;1,77;94,4;-0,12;1,55;1,12;1,55;94,4;-1,05;-1,61;1,61;-0,2;0,33;0,39;0,39;121,2;0;0,37;0,46;0,37;90;-0,12;0,73;0,69;0,74;99,3;0,08;0,4;0,3;0,41;0,51;0,3;20,6;78,7;15,8;360;77;0;85
201103100645;1;0,28;1;40609;0,82;1;4;704;707;405;25;11,9;1;2,41;-10,5;10,5;0,88;1,87;18;0,47;1;999,99;-9;0,45;11;31,94;2,37;2,5;4,4;2,5;25;25;-0,5;19;-0,55;19;0,28;10;0,21;98,8;33,2;33,2;5,33;56;-83;22;0;24;24;59;75;3;7;-2,12;2,12;1,45;135;-0,37;0,31;-0,03;0,48;140;-0,51;-0,82;0,82;-0,39;0,97;-0,4;1,05;111,9;-1,05;0,8;-0,92;1,32;142,7;-1,54;0,63;-1,15;1,66;157,8;-1,15;-0,34;-0,75;1,2;1,41;0,75;-38,7;196,5;42,4;360;0;0;83
201106042044;1;0,86;1;40696;0,31;1;4;677;680;556;6;23,6;4;6,56;-4,5;16,5;0,7;3,32;2;0,23;6;4,61;12;0,15;7;79,92;9,38;3,5;4,7;3,5;11;8;-0,72;6;-0,95;6;0,25;14;0,15;89,7;65,3;65,3;6,33;94;-39;6;0;-19;19;-25;35;1,78;27;1,45;-1,04;1,12;324,4;-0,45;0,92;-0,17;1,02;116,1;-0,54;-0,65;0,65;-0,05;0,41;-0,04;0,41;97;-0,12;0,64;-0,37;0,65;100,6;-0,58;0,55;-0,22;0,8;136,5;-0,53;0,14;-0,18;0,55;0,58;0,18;-28,7;165,2;40,1;360;0;0;115
201109091242;1;0,53;1;40792;0,07;1;4;500;505;560;6;19,3;3;5,4;-14,2;14,2;0,74;7,51;1;0,39;-7;999,99;12;0,47;5;-1;0;2,7;3,6;2,7;15;15;-0,39;0;-0,6;1;0,29;2;0,14;120,7;18,3;18,3;5,67;67;-69;4;0;14;14;7;15;0,83;2;0,07;0,83;1,86;85,2;0,18;0,3;-0,55;0,35;59;-0,75;-0,45;0,45;0,1;0,34;-0,16;0,35;73,6;0,18;0,3;-0,55;0,35;59;0,19;0,6;-0,55;0,63;72,4;0,09;0,26;-0,39;0,28;0,48;0,39;1,5;70,9;16,9;360;77;0;72
201201220611;1;0,26;1;40927;0,57;1,5;4;645;654;459;19;26,5;2;6,08;-10,5;20;0,76;3,94;14;0,19;34;1,62;11;0,2;6;108,18;9,78;3;5,1;3;19;19;-0,49;15;-0,74;2;0,31;32;0,11;25,2;56,9;25,2;5;48;-73;14;0;30;30;-30;246;1,74;6;-0,2;1,73;2,28;96,6;-0,07;0,47;-0,58;0,48;98,5;-0,78;-1;1;0,3;0,49;0,79;0,57;58,5;0,4;0,54;1,16;0,67;53,5;-0,11;0,72;1,01;0,73;98,7;-0,41;0,23;0,22;0,47;0,52;0,22;-52;150,7;23,2;360;77;0;109
201201241503;1;0,63;1;40931;0,15;1;4;1173;1186;673;0;16,4;0;5,52;-9,3;9,3;0,57;3,2;15;0,24;-3;6,31;38;0,2;-9;29,52;2,57;3,2;3,3;3,2;13;13;-1,33;-1;-0,94;0;0,9;14;0,2;56,9;45;45;4,33;32;-80;18;0;18;18;25;56;1,59;0;-1,07;1,18;3,02;132,2;-0,38;-0,22;-1,67;0,44;210,1;-0,97;-0,62;0,62;-0,38;-0,22;-1,67;0,44;210,1;-1,07;1,18;-1,19;1,59;132,2;-0,78;0,71;-0,51;1,05;137,7;-0,4;0,93;1,16;1,01;1,54;1,16;24,4;113,3;60,6;360;0;0;86
201202262139;3;0,9;1;40963;0,1;2;4;618;631;493;14;14,9;27;3,67;-8,5;9,8;0,66;1,99;5;0,2;22;11,21;8;0,11;22;78,3;3,05;3,5;4,3;3,5;39;39;-0,62;2;-0,72;21;0,49;3;0,24;115,6;55,4;55,4;5,33;56;-47;21;0;32;32;-38;0;2,14;4;-0,56;2,07;1,8;105,1;0,09;0,89;0,47;0,89;84,2;-0,38;-1,03;1,03;-0,87;0,97;0,91;1,3;131,9;-0,73;0,59;0,98;0,94;141,1;-0,56;0,71;0,93;0,9;128,3;0,31;-0,26;0,02;0,4;0,41;0,02;168,3;320;11,2;189;77;0;48
201203070420;1;0,18;1;40972;0,44;1;4;631;636;592;13;17,1;0;5,06;-12;12;0,7;2,62;7;0,48;25;4,31;14;0,4;0;77,82;3,95;4,5;3,1;4,5;28;28;-0,43;10;-0,6;10;0,8;4;0,26;33,3;30,7;30,7;6;80;-85;10;0;19;19;-61;107;2,59;19;-0,02;2,59;3,32;90,4;-0,92;1,44;0,14;1,71;122,6;0,26;0,81;0,81;-0,27;0,81;-0,4;0,85;108,4;0,07;0,49;0;0,49;81,9;-0,37;0,41;0,01;0,55;132,1;-0,1;-0,4;0,41;0,41;0,58;0,41;-123,9;256;34,7;360;0;0;106
201203081103;2;0,46;1;1;0;1;5;1186;1198;737;24;23,1;10;8,51;-16,1;16,1;0,7;5,99;11;0,06;21;4,69;3;0,06;17;146,2;6,93;11,7;14,8;11,7;21;20;-2,35;0;-2,47;0;0,63;32;0,51;30,7;73,9;30,7;8;207;-143;20;0;21;21;-27;38;2,68;0;-1,13;2,43;3,34;114,9;-1,13;2,43;-0,79;2,68;114,9;-2,8;-2,64;2,64;-0,08;2,2;-1,4;2,2;92,1;-1,13;2,43;-0,79;2,68;114,9;-0,63;0,13;-0,59;0,64;168,3;-0,55;-2,07;0,81;2,14;2,29;0,81;-86,8;255,1;59,3;360;77;0;97
201203111300;1;0,54;1;40977;0,14;1;5;721;735;461;4;8,3;3;1,91;-4,9;6,3;0,76;2,03;9;0,17;-8;7,04;9;0,74;-9;-1;-1;0,9;1,2;0,9;-10;-10;-0,32;14;-0,3;14;0,31;12;0,11;73,9;20,2;20,2;3,33;18;-44;-13;0;17;17;3;56;1,7;12;-0,03;1,7;1,39;91;-0,68;1,03;-0,95;1,23;123,4;-0,17;-0,3;0,3;0,17;0,77;-0,61;0,79;77,6;0,46;0,87;-0,52;0,98;62,1;0,8;0,97;-0,35;1,26;50,5;0,63;0,2;0,26;0,66;0,71;0,26;32,9;17,6;32,6;360;0;0;116
201203120914;1;0,38;1;40978;0,72;1;5;1039;1065;727;9;23,6;0;8,58;-12,1;12,1;0,51;5,49;6;0,17;13;5,32;3;0,07;25;49,58;3,28;5,7;7;5,7;18;18;-1,31;9;-1,26;9;0,87;20;0,24;20,2;75,9;20,2;6,33;94;-51;6;0;17;17;24;75;3,27;13;-3,12;-0,99;4,58;197,6;0,21;-0,99;1,05;1,01;282;-0,27;-0,2;0,2;-0,06;-0,43;-0,85;0,43;262,1;0,41;-0,33;-0,84;0,53;321,2;0,67;-0,91;-0,75;1,13;306,4;0,73;-0,48;0,1;0,87;0,88;0,1;-20,3;326,7;40,2;360;0;0;116
201203151306;1;0,55;1;40981;0,72;1;5;947;955;787;5;15,8;3;6,22;-9,7;9,7;0,61;2,27;0;0,09;16;2,63;0;0,26;-9;44,53;3,61;1,3;2,8;1,3;10;6;-0,39;3;-0,5;3;0,45;11;0,08;75,9;19,9;19,9;6,33;94;-80;5;0;19;19;59;73;0,92;7;0,85;-0,34;1,74;338,2;-0,09;-0,69;-0,79;0,7;262,6;-0,09;-0,03;0,03;0,54;0,14;-1,7;0,56;14,5;0,45;0,71;-1,77;0,84;57,6;0,04;0,1;-1,19;0,11;68,2;-0,5;-0,04;0,51;0,5;0,72;0,51;-116,4;184,6;15,6;360;77;0;88
201206160955;1;0,41;1;41073;0,48;1;4;590;607;413;7;10,6;5;2,19;-3,4;3,4;0,32;2,27;-2;0,57;7;3,65;-2;0,75;1;11,86;2,49;1,4;1,1;1,4;7;7;-0,27;5;-0,23;3;0,17;-8;0,13;116,9;10,4;10,4;3;15;15;-6;0;-17;17;-21;182;1,64;7;0,19;1,63;0,52;83,4;0,5;1,19;0,22;1,29;67,2;-0,23;-0,31;0,31;0,41;1,02;0,1;1,1;68,1;0,44;1,2;0,27;1,28;69,9;0,35;0,88;0,26;0,95;68,3;-0,06;-0,14;0,16;0,15;0,22;0,16;-178,5;246,8;10,2;253;0;0;106
201206162019;1;0,85;1;41074;0,54;1;4;749;768;519;1;40,1;5;10,41;-16;34,7;0,87;3;28;0,18;38;2,73;18;0,07;24;139,2;36,19;4,6;5,7;4,6;8;8;-1,3;0;-1,33;2;0,86;13;0,12;10,4;48,7;10,4;6,33;94;-86;16;0;-17;17;-6;184;1,9;0;0,92;1,66;2,18;61;0,92;1,66;0,48;1,9;61;-2;-3,01;3,01;0,43;1,21;0,53;1,28;70,4;0,92;1,66;0,48;1,9;61;0,55;1,4;-0,14;1,5;68,6;0,12;0,19;-0,67;0,22;0,71;0,67;10,8;57,7;27,8;360;77;0;106
201207141809;2;0,76;1;41102;0,65;1;4;822;842;667;5;27,3;13;9,1;-17,7;17,7;0,65;4,92;-1;0,12;18;4,91;10;0,02;15;201,23;11,3;6,4;10,3;6,4;23;23;-1,3;5;-1,12;5;0,58;45;0,23;123,1;63,8;63,8;7;132;-133;23;0;13;13;15;113;2,62;18;2,57;0,53;2,73;11,7;-0,36;2,12;0,93;2,15;99,6;0,03;-0,61;0,61;-0,2;0,49;0,95;0,53;112,2;0,13;0,41;1,27;0,43;72,4;0,85;1,14;1,74;1,42;53,3;1,05;0,65;0,79;1,23;1,47;0,79;21,5;31,8;33,3;360;77;0;125
201207200447;2;0,2;1;41107;0,5;1;4;642;660;476;4;9,1;6;2,17;-5,5;6,7;0,74;7,72;0;0,73;-3;6,44;16;0,57;28;8,77;1,06;1,8;2,6;1,8;26;26;-0,54;0;-0,39;0;0,35;5;0,2;66,8;35,3;35,3;3;15;-22;13;0;-23;23;61;421;2,8;1;-1,67;2,25;1,1;126,6;-1,9;1,72;1;2,56;137,8;-0,58;-0,94;0,94;-1,88;1,99;1,18;2,74;133,4;-1,9;1,72;1;2,56;137,8;-1,67;2,25;0,79;2,8;126,6;0,21;0,26;-0,39;0,33;0,51;0,39;75,5;51,1;9,9;176;0;0;36
201209031213;1;0,51;1;41152;0,82;2;4;644;647;449;11;19,8;0;4,45;-12,1;12,1;0,61;4,17;9;0,21;30;5,78;20;0,34;25;52,77;3,22;3,3;2,8;3,3;26;25;-0,69;3;-0,62;3;0,34;17;0,17;59,2;33,8;33,8;5,67;67;-78;-3;0;-19;19;-42;126;1,22;24;0,51;1,11;1,07;65,3;-0,13;0,1;0,25;0,16;142,4;-0,47;-0,91;0,91;0,77;-0,22;0,16;0,8;344,1;0,54;-0,01;0,14;0,54;358,9;0,21;-0,26;0,23;0,33;308,9;-0,56;-0,04;0,07;0,56;0,57;0,07;124,8;184,1;39,5;360;77;0;171
201301191732;2;0,73;1;41290;0,76;1;4;584;589;438;6;8,1;12;1,77;-6,9;6,9;0,85;2,85;24;0,29;-2;16,07;0;0,31;8;0;0,41;1;1,1;1;1;1;-0,29;0;-0,32;51;0,35;16;0,12;34,5;143,5;34,5;3,67;22;-34;8;0;-31;31;76;104;1,19;35;0,41;1,12;1,84;69,9;0,36;0,55;-0,88;0,66;56,8;-0,4;-0,08;0,08;0,19;0,95;-1,01;0,97;78,7;0,36;0,55;-0,88;0,66;56,8;0,3;0,46;-0,76;0,55;56,9;0,11;-0,49;0,25;0,5;0,56;0,25;134,2;282,7;16;250;0;0;47
201303150526;1;0,23;1;41345;0,43;2;4;619;622;475;26;12,2;2;2,9;-5;5,5;0,45;3,83;1;0,63;44;1,99;-1;0,53;34;21,08;2,03;1,6;3,9;1,6;17;41;-0,41;-6;-0,52;-12;0,26;18;0,13;267,4;48,5;48,5;3,67;22;-25;27;0;25;25;-1;128;1,58;17;0,4;1,53;1,64;75,3;0,05;0,38;0,41;0,38;82,5;-0,12;-0,06;0,06;0,05;0,55;0,07;0,55;84,8;0,45;0,72;-0,16;0,85;58;0,31;0,81;-0,06;0,87;69,1;0,26;0,26;-0,13;0,37;0,39;0,13;24,1;45;19,3;196;0;0;111
201303170559;1;0,25;1;1;0,24;1,5;5;862;888;725;6;17,8;2;6,45;-14;14;0,79;3,25;0;0,12;38;2,61;8;0,09;47;129,69;3,08;4,6;6,7;4,6;46;42;-0,5;2;-0,71;2;0,34;13;0,26;48,5;77;48,5;6,67;111;-132;14;0;11;11;-12;169;1,72;1;-1,36;1,06;3,39;142,1;-0,89;0,15;0,21;0,9;170,4;-0,83;-1,33;1,33;-0,63;1,37;1,29;1,51;114,7;-1,08;1,13;1,73;1,56;133,7;-1,36;1,06;0,9;1,72;142,1;-0,73;-0,31;-0,39;0,79;0,88;0,39;-60,9;203;26;360;77;0;119
201304132254;2;0,95;1;41375;0,29;1;5;649;654;516;5;12,9;10;3,33;-4,5;10,3;0,8;2,03;9;0,1;29;2,9;17;0,03;42;73,5;3,3;5,3;5,4;5,3;29;30;-0,6;8;-0,74;8;0,32;34;0,41;96,9;223,1;96,9;3,33;18;-16;70;0;9;9;-12;34;2,98;10;1,41;2,62;2,07;61,7;1,01;1,67;0,5;1,95;58,8;-0,38;-0,79;0,79;-0,08;0,14;0,31;0,16;119,7;-0,02;-0,22;0,84;0,22;264,8;-0,13;0,15;1,05;0,2;130,9;-0,05;0,01;0,74;0,05;0,74;0,74;-37,8;168,7;17,1;360;77;0;117
201305180110;1;0,05;1;41408;0;1;4;428;434;439;0;11,2;-1;2,46;-6,4;6,4;0,57;2,99;10;0,52;-7;999,99;18;0,46;-1;22,26;2,08;2;3,6;2;18;18;-0,29;39;-0,4;0;0,29;29;0,18;66,2;46;46;5,33;56;-57;2;0;12;12;-77;80;1,42;42;1,23;0,71;1,1;30;0,88;0,23;-0,36;0,91;14,6;-0,37;-0,62;0,62;0,44;-0,03;-0,97;0,44;356,1;0,13;-0,15;-0,92;0,2;310,9;0,22;-0,06;-1,2;0,23;344,7;-0,22;-0,03;-0,23;0,22;0,32;0,23;157;187,8;14,1;360;0;1;133
201305192308;1;0,96;1;41411;0,36;1;5;666;671;422;0;13,1;0;2,76;-3,8;7;0,53;3,22;1;0,58;16;6,66;19;0,84;39;11,4;1;1,2;0,9;1,2;32;32;-0,48;-1;-0,28;-1;0,32;10;0,09;46;41,9;41,9;3,67;22;-30;-2;0;12;12;-31;36;1,31;26;0,5;-1,21;0,84;292,5;0,66;0,67;-0,42;0,94;45,4;-0,34;-0,25;0,25;0,66;0,67;-0,42;0,94;45,4;0,2;0,37;-0,49;0,42;61,6;-0,66;-0,31;-0,29;0,73;205,2;-1,32;-0,98;0,13;1,64;1,65;0,13;-11,4;216,6;130,2;360;0;0;127
201310020155;1;0,08;1;41546;0,9;2;4;796;804;629;2;22,2;3;6,98;-14;14;0,63;5,48;0;0,14;33;6,01;11;0,01;24;0;-1;3,3;4,2;3,3;0;4;-1,09;3;-1,3;2;0,41;9;0,15;54,9;156,1;54,9;7,67;179;-67;5;0;10;10;33;194;1,24;16;1,2;-0,3;3,28;346;1,11;-0,28;-1,81;1,14;345,8;-0,78;-1,86;1,86;0,46;0,65;-1,79;0,8;54,7;0,45;0,61;-1,75;0,76;53,6;0,81;0,42;-2,36;0,91;27,4;0,35;-0,23;-0,57;0,42;0,71;0,57;60,7;326,7;10,8;360;77;0;60
201402071705;1;0,71;1;41674;0,05;1;3;473;474;459;7;13,8;0;3,17;-7;9,7;0,7;0,01;12;0;-10;4,82;12;0,22;-10;23,49;3,77;1;2,1;1;8;23;-0,49;6;-0,52;6;0,28;15;0,07;64,1;38,9;38,9;2,33;39;-12;-10;0;9;9;13;15;0,7;-1;0,35;-0,61;0,4;299,8;0,19;0,59;0,08;0,62;72,1;0,18;0,05;0,05;0,35;-0,61;0;0,7;299,8;0,22;-0,53;0,28;0,57;292,5;0,34;0,42;0,28;0,54;51;-0,01;1,03;0,28;1,03;1,07;0,28;-39,5;90,6;108,7;181;77;0;147
201402151316;2;0,55;1;41682;0,65;1;4;597;605;450;0;16,2;15;3,64;-8,3;15,2;0,94;0;-2;0;-1;-1;-99;-1;-99;75,46;4,8;4;4,8;4;24;24;-0,63;1;-0,54;1;0,33;26;-1;51,5;69,7;51,5;5;-1;-22;31;0;-10;10;4;34;1,96;1;1,3;1,47;0,99;48,5;1,16;1,51;0;1,9;52,5;-1,16;-1,77;1,77;0,88;0,81;0,69;1,2;42,6;1,32;0,91;0,73;1,6;34,6;1,3;1,47;0,32;1,96;48,5;0,42;0,66;-0,37;0,78;0,87;0,37;-9;57,5;21,4;360;77;0;113
201402200318;1;0,14;1;41687;0,12;1;4;574;593;691;1;14,4;1;4,98;-11,4;11,4;0,79;0;-1;0;26;1,68;-1;0,17;26;44,54;3,33;4,5;3,3;4,5;13;13;-0,68;3;-0,49;5;0,52;7;0,31;40,3;22,7;22,7;6;80;-86;8;0;-14;14;5;30;3,44;4;0,32;3,43;1,53;84,7;0,32;3,43;1,33;3,44;84,7;0,19;0,27;0,27;0,48;1,59;0,61;1,66;73,2;0,16;1,91;1,23;1,92;85,2;0,35;2,41;1,36;2,44;81,7;-0,13;0,82;0,75;0,83;1,12;0,75;-17,3;99;11,9;121;77;0;133
201403252003;2;0,84;1;41721;0,13;1;4;640;645;516;0;8,6;15;2,22;-5,1;7,8;0,91;0,03;-9;0;47;24,82;-9;0,38;47;13,8;1,11;2,3;2,3;2,3;45;45;-0,35;11;-0,4;11;0,23;37;0,27;98,1;87,9;87,9;3,67;22;-22;45;0;-12;12;-40;85;1,14;14;-1;0,54;1,52;151,6;-0,53;0,52;0,78;0,74;135,5;-0,19;0,03;0,03;0,06;0;0,38;0,06;0;0,13;0,05;0,31;0,14;21;-0,18;0,18;0;0,25;135;-0,24;0,18;-0,38;0,3;0,48;0,38;-8,1;143,1;96,3;360;0;0;136
201404201057;1;0,46;1;41747;0,52;1;4;895;913;678;1;15,2;0;5,15;-5;13,5;0,89;0,01;4;0;27;7,36;4;0,28;27;32,54;3,1;2,9;2,3;2,9;10;8;-0,55;1;-0,57;1;0,27;26;0,19;16,4;62;16,4;5;48;-24;27;0;-20;20;34;49;2,13;29;2,13;-0,06;1,81;358,4;0,42;-0,24;-0,63;0,48;330,3;-0,82;-0,9;0,9;0,52;-0,41;-0,33;0,66;321,7;0,65;-0,31;-0,3;0,72;334,5;0,42;-0,24;-0,63;0,48;330,3;-0,1;0,17;-0,3;0,2;0,36;0,3;-150,2;120,5;26,8;360;77;0;173
201406232308;1;0,96;1;41809;0,78;2;5;413;407;361;2;7,8;2;1,41;-6,9;6,9;0,89;0;-1;0;-2;-1;-99;-1;-99;-1;-1;0,6;0,8;0,6;0;-2;-0,2;6;-0,24;6;0,29;7;-1;28,1;45,9;28,1;3;-1;-9;32;0;-9;9;-23;70;0,98;10;0,45;0,87;0,82;62,7;0,25;0,72;-0,04;0,76;70,9;0,07;0,03;0,03;-0,15;-0,01;-0,16;0,15;183,8;-0,03;-0,12;-0,24;0,12;256;0,08;-0,09;-0,38;0,12;311,6;0,23;-0,08;-0,22;0,24;0,33;0,22;-29,2;340,8;55,4;262;0;0;77
